"order date,ship date,ship mode,segment,country,city,state,postal code,region,product id,category,sub-category,product name,sales,quantity,discount,profit,order year,order month,shipping days"
"2017-07-17,2017-07-21,standard class,home office,United States,Los Angeles,California,90036,west,TEC-CO-10004202,technology,copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,479.984,2,0.2,70.816875,2017,7,4"
"2016-12-12,2016-12-18,standard class,home office,United States,Jackson,Michigan,49201,central,TEC-PH-10002103,technology,phones,Jabra SPEAK 410,498.93,7,0.0,70.816875,2016,12,6"
"2016-12-12,2016-12-18,standard class,home office,United States,Jackson,Michigan,49201,central,FUR-FU-10003724,furniture,furnishings,Westinghouse Clip-On Gooseneck Lamps,33.48,4,0.0,8.7048,2016,12,6"
"2016-12-12,2016-12-18,standard class,home office,United States,Jackson,Michigan,49201,central,OFF-AR-10003732,office supplies,art,Newell 333,13.9,5,0.0,3.614,2016,12,6"
"2016-12-12,2016-12-18,standard class,home office,United States,Jackson,Michigan,49201,central,OFF-ST-10000885,office supplies,storage,Fellowes Desktop Hanging File Manager,26.86,2,0.0,6.715,2016,12,6"
"2014-04-11,2014-04-16,standard class,consumer,United States,Lewiston,Idaho,83501,west,OFF-BI-10004817,office supplies,binders,GBC Personal VeloBind Strips,9.584,1,0.2,3.3544,2014,4,5"
"2015-06-09,2015-06-15,standard class,home office,United States,Hampton,Virginia,23666,south,OFF-BI-10001670,office supplies,binders,Vinyl Sectional Post Binders,113.1,3,0.0,56.55,2015,6,6"
"2014-07-27,2014-08-02,standard class,corporate,United States,New York City,New York,10035,east,OFF-PA-10002709,office supplies,paper,Xerox 1956,65.78,11,0.0,32.2322,2014,7,6"
"2015-07-31,2015-08-06,standard class,corporate,United States,Hattiesburg,Mississippi,39401,south,TEC-AC-10004469,technology,accessories,Microsoft Sculpt Comfort Mouse,239.7,6,0.0,70.816875,2015,7,6"
"2016-09-19,2016-09-22,first class,home office,United States,Philadelphia,Pennsylvania,19140,east,FUR-FU-10003424,furniture,furnishings,Nu-Dell Oak Frame,25.632,3,0.2,3.8448,2016,9,3"
"2016-06-10,2016-06-12,first class,consumer,United States,Philadelphia,Pennsylvania,19140,east,OFF-LA-10003720,office supplies,labels,Avery 487,23.616,8,0.2,7.9704,2016,6,2"
"2016-08-26,2016-08-28,second class,corporate,United States,Los Angeles,California,90045,west,OFF-AR-10000390,office supplies,art,Newell Chalk Holder,8.26,2,0.0,3.7996,2016,8,2"
"2017-11-02,2017-11-04,second class,home office,United States,Danville,California,94526,west,OFF-EN-10001335,office supplies,envelopes,""White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes"",76.58,7,0.0,38.29,2017,11,2"
"2017-11-02,2017-11-04,second class,home office,United States,Danville,California,94526,west,OFF-AR-10003469,office supplies,art,Nontoxic Chalk,8.8,5,0.0,4.224,2017,11,2"
"2017-11-02,2017-11-04,second class,home office,United States,Danville,California,94526,west,OFF-BI-10003718,office supplies,binders,GBC Therma-A-Bind 250T Electric Binding System,498.93,6,0.2,70.816875,2017,11,2"
"2017-11-02,2017-11-04,second class,home office,United States,Danville,California,94526,west,OFF-FA-10004838,office supplies,fasteners,""Super Bands, 12/Pack"",5.58,3,0.0,0.1674,2017,11,2"
"2017-11-02,2017-11-04,second class,home office,United States,Danville,California,94526,west,FUR-FU-10002508,furniture,furnishings,Document Clip Frames,25.02,3,0.0,10.5084,2017,11,2"
"2017-11-02,2017-11-04,second class,home office,United States,Danville,California,94526,west,OFF-ST-10001511,office supplies,storage,Space Solutions Commercial Steel Shelving,452.55,7,0.0,22.6275,2017,11,2"
"2016-12-26,2016-12-31,standard class,corporate,United States,Los Angeles,California,90004,west,OFF-SU-10000952,office supplies,supplies,Fiskars Home & Office Scissors,17.76,2,0.0,4.9728,2016,12,5"
"2016-12-26,2016-12-31,standard class,corporate,United States,Los Angeles,California,90004,west,TEC-PH-10002275,technology,phones,Mitel 5320 IP Phone VoIP phone,302.384,2,0.2,30.2384,2016,12,5"
"2016-12-26,2016-12-31,standard class,corporate,United States,Los Angeles,California,90004,west,FUR-CH-10003535,furniture,chairs,""Global Armless Task Chair, Royal Blue"",146.352,3,0.2,-5.4882,2016,12,5"
"2016-12-26,2016-12-31,standard class,corporate,United States,Los Angeles,California,90004,west,OFF-AP-10004052,office supplies,appliances,""Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk"",7.9,2,0.0,2.054,2016,12,5"
"2016-12-26,2016-12-31,standard class,corporate,United States,Los Angeles,California,90004,west,FUR-TA-10003473,furniture,tables,Bretford Rectangular Conference Table Tops,498.93,3,0.2,33.8517,2016,12,5"
"2016-12-26,2016-12-31,standard class,corporate,United States,Los Angeles,California,90004,west,OFF-AR-10001897,office supplies,art,Model L Table or Wall-Mount Pencil Sharpener,53.97,3,0.0,15.1116,2016,12,5"
"2016-12-05,2016-12-10,second class,home office,United States,Washington,District of Columbia,20016,east,OFF-AR-10000034,office supplies,art,""BIC Brite Liner Grip Highlighters, Assorted, 5/Pack"",33.92,8,0.0,13.2288,2016,12,5"
"2017-08-28,2017-09-01,standard class,home office,United States,Milwaukee,Wisconsin,53209,central,OFF-SU-10004115,office supplies,supplies,Acme Stainless Steel Office Snips,21.81,3,0.0,5.8887,2017,8,4"
"2017-08-28,2017-09-01,standard class,home office,United States,Milwaukee,Wisconsin,53209,central,OFF-AP-10001947,office supplies,appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,91.6,5,0.0,26.564,2017,8,4"
"2015-07-16,2015-07-20,standard class,home office,United States,Baltimore,Maryland,21215,east,FUR-CH-10004853,furniture,chairs,""Global Manager's Adjustable Task Chair, Storm"",150.98,1,0.0,43.7842,2015,7,4"
"2015-07-16,2015-07-20,standard class,home office,United States,Baltimore,Maryland,21215,east,OFF-EN-10000483,office supplies,envelopes,""White Envelopes, White Envelopes with Clear Poly Window"",137.25,9,0.0,63.135,2015,7,4"
"2015-07-16,2015-07-20,standard class,home office,United States,Baltimore,Maryland,21215,east,OFF-FA-10001332,office supplies,fasteners,""Acco Banker's Clasps, 5 3/4""""-Long"",11.52,4,0.0,5.4144,2015,7,4"
"2015-05-26,2015-05-29,second class,home office,United States,Jacksonville,North Carolina,28540,south,OFF-PA-10003790,office supplies,paper,Xerox 1991,18.272,1,0.2,5.9384,2015,5,3"
"2015-05-26,2015-05-29,second class,home office,United States,Jacksonville,North Carolina,28540,south,OFF-PA-10003134,office supplies,paper,Xerox 1937,153.728,4,0.2,53.8048,2015,5,3"
"2015-05-26,2015-05-29,second class,home office,United States,Jacksonville,North Carolina,28540,south,OFF-EN-10004459,office supplies,envelopes,Security-Tint Envelopes,12.224,2,0.2,4.4312,2015,5,3"
"2015-05-26,2015-05-29,second class,home office,United States,Jacksonville,North Carolina,28540,south,TEC-AC-10003628,technology,accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,167.944,7,0.2,50.3832,2015,5,3"
"2015-05-28,2015-06-02,standard class,consumer,United States,Rochester,New York,14609,east,TEC-PH-10004093,technology,phones,Panasonic Kx-TS550,45.99,1,0.0,13.3371,2015,5,5"
"2015-05-28,2015-06-02,standard class,consumer,United States,Rochester,New York,14609,east,OFF-ST-10001490,office supplies,storage,""Hot File 7-Pocket, Floor Stand"",498.93,3,0.0,70.816875,2015,5,5"
"2015-05-28,2015-06-02,standard class,consumer,United States,Rochester,New York,14609,east,OFF-BI-10000605,office supplies,binders,""Acco Pressboard Covers with Storage Hooks, 9 1/2"""" x 11"""", Executive Red"",6.096,2,0.2,2.0574,2015,5,5"
"2015-05-28,2015-06-02,standard class,consumer,United States,Rochester,New York,14609,east,OFF-PA-10004255,office supplies,paper,Xerox 219,45.36,7,0.0,21.7728,2015,5,5"
"2017-11-09,2017-11-14,standard class,consumer,United States,Oceanside,California,92054,west,FUR-FU-10000023,furniture,furnishings,Eldon Wave Desk Accessories,47.12,8,0.0,20.7328,2017,11,5"
"2016-01-24,2016-01-26,second class,corporate,United States,Gulfport,Mississippi,39503,south,OFF-BI-10000285,office supplies,binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,31.36,4,0.0,15.68,2016,1,2"
"2016-12-31,2017-01-06,standard class,consumer,United States,Jacksonville,Florida,32216,south,OFF-AR-10000588,office supplies,art,Newell 345,47.616,3,0.2,3.5712,2016,12,6"
"2016-12-31,2017-01-06,standard class,consumer,United States,Jacksonville,Florida,32216,south,OFF-PA-10002250,office supplies,paper,Things To Do Today Pad,23.48,5,0.2,8.218,2016,12,6"
"2016-09-05,2016-09-10,standard class,home office,United States,Houston,Texas,77070,central,OFF-AP-10002457,office supplies,appliances,""Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red"",62.79,3,0.5,-39.724125,2016,9,5"
"2016-09-05,2016-09-10,standard class,home office,United States,Houston,Texas,77070,central,OFF-FA-10002763,office supplies,fasteners,Advantus Map Pennant Flags and Round Head Tacks,28.44,9,0.2,4.266,2016,9,5"
"2015-09-04,2015-09-07,second class,corporate,United States,Houston,Texas,77095,central,TEC-AC-10000109,technology,accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,134.376,3,0.2,6.7188,2015,9,3"
"2015-09-21,2015-09-26,standard class,home office,United States,Everett,Massachusetts,2149,east,TEC-PH-10002415,technology,phones,Polycom VoiceStation 500 ConferenceÂ phone,498.93,2,0.0,70.816875,2015,9,5"
"2015-09-21,2015-09-26,standard class,home office,United States,Everett,Massachusetts,2149,east,FUR-CH-10000785,furniture,chairs,Global Ergonomic Managers Chair,498.93,3,0.0,70.816875,2015,9,5"
"2017-12-24,2017-12-25,first class,home office,United States,Los Angeles,California,90049,west,TEC-CO-10001449,technology,copiers,Hewlett Packard LaserJet 3310 Copier,498.93,6,0.2,70.816875,2017,12,1"
"2017-12-24,2017-12-25,first class,home office,United States,Los Angeles,California,90049,west,OFF-BI-10001670,office supplies,binders,Vinyl Sectional Post Binders,90.48,3,0.2,33.93,2017,12,1"
"2015-10-05,2015-10-08,second class,corporate,United States,Wilmington,Delaware,19805,east,OFF-ST-10001328,office supplies,storage,""Personal Filing Tote with Lid, Black/Gray"",77.55,5,0.0,21.714,2015,10,3"
"2017-09-09,2017-09-14,standard class,consumer,United States,Columbia,Tennessee,38401,south,OFF-SU-10001225,office supplies,supplies,Staple remover,8.832,3,0.2,-1.9872,2017,9,5"
"2017-09-09,2017-09-14,standard class,consumer,United States,Columbia,Tennessee,38401,south,OFF-PA-10000357,office supplies,paper,Xerox 1888,177.536,4,0.2,62.1376,2017,9,5"
"2017-09-09,2017-09-14,standard class,consumer,United States,Columbia,Tennessee,38401,south,OFF-ST-10000046,office supplies,storage,Fellowes Super Stor/Drawer Files,258.48,2,0.2,-3.231,2017,9,5"
"2017-09-09,2017-09-14,standard class,consumer,United States,Columbia,Tennessee,38401,south,FUR-FU-10000023,furniture,furnishings,Eldon Wave Desk Accessories,14.136,3,0.2,4.2408,2017,9,5"
"2016-11-13,2016-11-18,standard class,corporate,United States,New York City,New York,10011,east,OFF-ST-10003455,office supplies,storage,""Tenex File Box, Personal Filing Tote with Lid, Black"",77.55,5,0.0,20.163,2016,11,5"
"2016-11-13,2016-11-18,standard class,corporate,United States,New York City,New York,10011,east,OFF-ST-10000876,office supplies,storage,Eldon Simplefile Box Office,24.88,2,0.0,6.9664,2016,11,5"
"2016-11-13,2016-11-18,standard class,corporate,United States,New York City,New York,10011,east,OFF-AR-10003582,office supplies,art,""Boston Electric Pencil Sharpener, Model 1818, Charcoal Black"",140.75,5,0.0,39.41,2016,11,5"
"2016-11-13,2016-11-18,standard class,corporate,United States,New York City,New York,10011,east,OFF-ST-10004258,office supplies,storage,Portable Personal File Box,36.63,3,0.0,9.8901,2016,11,5"
"2015-10-15,2015-10-15,same day,consumer,United States,Mount Pleasant,Michigan,48858,central,FUR-FU-10000719,furniture,furnishings,""DAX Cubicle Frames, 8-1/2 x 11"",17.14,2,0.0,6.1704,2015,10,0"
"2017-08-03,2017-08-08,second class,consumer,United States,San Francisco,California,94122,west,OFF-LA-10001297,office supplies,labels,Avery 473,51.75,5,0.0,24.84,2017,8,5"
"2017-08-03,2017-08-08,second class,consumer,United States,San Francisco,California,94122,west,FUR-FU-10000723,furniture,furnishings,""Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting"",123.96,3,0.0,11.1564,2017,8,5"
"2015-08-21,2015-08-26,standard class,corporate,United States,San Francisco,California,94122,west,FUR-BO-10003893,furniture,bookcases,Sauder Camden County Collection Library,498.93,6,0.15,34.494,2015,8,5"
"2015-08-21,2015-08-26,standard class,corporate,United States,San Francisco,California,94122,west,OFF-ST-10000736,office supplies,storage,Carina Double Wide Media Storage Towers in Natural & Black,80.98,1,0.0,3.2392,2015,8,5"
"2017-03-12,2017-03-17,standard class,corporate,United States,San Francisco,California,94122,west,OFF-ST-10000736,office supplies,storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,3,0.0,9.7176,2017,3,5"
"2017-04-27,2017-04-29,first class,consumer,United States,Los Angeles,California,90045,west,OFF-AR-10003373,office supplies,art,""Boston School Pro Electric Pencil Sharpener, 1670"",123.92,4,0.0,33.4584,2017,4,2"
"2017-04-27,2017-04-29,first class,consumer,United States,Los Angeles,California,90045,west,OFF-AR-10000390,office supplies,art,Newell Chalk Holder,12.39,3,0.0,5.6994,2017,4,2"
"2017-04-27,2017-04-29,first class,consumer,United States,Los Angeles,California,90045,west,OFF-AR-10001725,office supplies,art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,47.3,2,0.0,12.298,2017,4,2"
"2016-09-11,2016-09-16,standard class,consumer,United States,Newport News,Virginia,23602,south,TEC-CO-10001943,technology,copiers,Canon PC-428 Personal Copier,498.93,8,0.0,70.816875,2016,9,5"
"2016-09-11,2016-09-16,standard class,consumer,United States,Newport News,Virginia,23602,south,OFF-EN-10002312,office supplies,envelopes,#10 Self-Seal White Envelopes,11.09,1,0.0,5.4341,2016,9,5"
"2017-10-22,2017-10-24,second class,consumer,United States,Fort Collins,Colorado,80525,west,OFF-BI-10000831,office supplies,binders,Storex Flexible Poly Binders with Double Pockets,3.168,4,0.5,-2.5344,2017,10,2"
"2017-10-22,2017-10-24,second class,consumer,United States,Fort Collins,Colorado,80525,west,FUR-CH-10000749,furniture,chairs,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,498.93,4,0.2,-28.9568,2017,10,2"
"2015-08-02,2015-08-06,standard class,consumer,United States,Seattle,Washington,98105,west,OFF-BI-10002003,office supplies,binders,Ibico Presentation Index for Binding Systems,6.368,2,0.2,2.1492,2015,8,4"
"2015-08-02,2015-08-06,standard class,consumer,United States,Seattle,Washington,98105,west,TEC-MA-10001972,technology,machines,Okidata C331dn Printer,498.93,2,0.2,41.88,2015,8,4"
"2016-08-12,2016-08-16,standard class,home office,United States,New York City,New York,10011,east,FUR-CH-10000225,furniture,chairs,""Global Geo Office Task Chair, Gray"",145.764,2,0.1,-8.098,2016,8,4"
"2014-05-30,2014-06-05,standard class,corporate,United States,Richmond,Virginia,23223,south,OFF-PA-10001622,office supplies,paper,""Ampad Poly Cover Wirebound Steno Book, 6"""" x 9"""" Assorted Colors, Gregg Ruled"",13.62,3,0.0,6.129,2014,5,6"
"2016-04-26,2016-05-01,standard class,home office,United States,New York City,New York,10009,east,FUR-CH-10004983,furniture,chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,434.646,3,0.1,62.7822,2016,4,5"
"2017-05-14,2017-05-19,standard class,corporate,United States,Seattle,Washington,98103,west,OFF-PA-10003228,office supplies,paper,Xerox 1917,440.19,9,0.0,70.816875,2017,5,5"
"2017-05-14,2017-05-19,standard class,corporate,United States,Seattle,Washington,98103,west,OFF-SU-10004498,office supplies,supplies,Martin-Yale Premier Letter Opener,64.4,5,0.0,1.932,2017,5,5"
"2017-04-08,2017-04-12,standard class,home office,United States,San Francisco,California,94110,west,OFF-PA-10001878,office supplies,paper,Xerox 1891,244.55,5,0.0,70.816875,2017,4,4"
"2017-04-08,2017-04-12,standard class,home office,United States,San Francisco,California,94110,west,OFF-PA-10002923,office supplies,paper,Xerox 1942,195.76,4,0.0,70.816875,2017,4,4"
"2017-02-17,2017-02-23,standard class,home office,United States,Perth Amboy,New Jersey,8861,east,OFF-PA-10001838,office supplies,paper,""Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""""X8 1/2"""", 300/Messages"",11.76,2,0.0,5.7624,2017,2,6"
"2017-02-17,2017-02-23,standard class,home office,United States,Perth Amboy,New Jersey,8861,east,OFF-ST-10003123,office supplies,storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,166.45,5,0.0,39.948,2017,2,6"
"2017-06-24,2017-06-26,second class,consumer,United States,San Francisco,California,94110,west,OFF-FA-10001332,office supplies,fasteners,""Acco Banker's Clasps, 5 3/4""""-Long"",2.88,1,0.0,1.3536,2017,6,2"
"2014-05-05,2014-05-10,standard class,corporate,United States,Freeport,Illinois,61032,central,OFF-ST-10003442,office supplies,storage,Eldon Portable Mobile Manager,45.248,2,0.2,3.9592,2014,5,5"
"2015-05-03,2015-05-07,standard class,consumer,United States,Philadelphia,Pennsylvania,19140,east,OFF-AR-10001468,office supplies,art,""Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set"",59.904,2,0.2,14.2272,2015,5,4"
"2015-05-03,2015-05-07,standard class,consumer,United States,Philadelphia,Pennsylvania,19140,east,OFF-AP-10003266,office supplies,appliances,""Holmes Replacement Filter for HEPA Air Cleaner, Large Room"",23.696,2,0.2,6.5164,2015,5,4"
"2015-05-03,2015-05-07,standard class,consumer,United States,Philadelphia,Pennsylvania,19140,east,OFF-PA-10002230,office supplies,paper,Xerox 1897,7.968,2,0.2,2.8884,2015,5,4"
"2015-05-03,2015-05-07,standard class,consumer,United States,Philadelphia,Pennsylvania,19140,east,OFF-AP-10003622,office supplies,appliances,""Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack"",18.2,7,0.2,2.0475,2015,5,4"
"2015-05-03,2015-05-07,standard class,consumer,United States,Philadelphia,Pennsylvania,19140,east,TEC-AC-10001542,technology,accessories,SanDisk Cruzer 16 GB USB Flash Drive,27.552,3,0.2,-0.3444,2015,5,4"
"2015-05-03,2015-05-07,standard class,consumer,United States,Philadelphia,Pennsylvania,19140,east,FUR-CH-10002965,furniture,chairs,""Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black"",498.93,6,0.3,-36.1764,2015,5,4"
"2015-05-03,2015-05-07,standard class,consumer,United States,Philadelphia,Pennsylvania,19140,east,OFF-ST-10000563,office supplies,storage,Fellowes Bankers Box Stor/Drawer Steel Plus,76.752,3,0.2,-9.594,2015,5,4"
"2016-09-18,2016-09-22,standard class,consumer,United States,Jacksonville,Florida,32216,south,OFF-LA-10002787,office supplies,labels,Avery 480,3.0,1,0.2,1.05,2016,9,4"
"2016-09-22,2016-09-26,standard class,consumer,United States,Pembroke Pines,Florida,33024,south,OFF-BI-10004022,office supplies,binders,Acco Suede Grain Vinyl Round Ring Binder,7.506,9,0.5,-6.0048,2016,9,4"
"2016-09-22,2016-09-26,standard class,consumer,United States,Pembroke Pines,Florida,33024,south,OFF-LA-10001158,office supplies,labels,""Avery Address/Shipping Labels for Typewriters, 4"""" x 2"""""",16.56,2,0.2,5.796,2016,9,4"
"2016-01-10,2016-01-17,standard class,corporate,United States,Seattle,Washington,98115,west,FUR-FU-10000076,furniture,furnishings,24-Hour Round Wall Clock,79.92,4,0.0,34.3656,2016,1,7"
"2016-01-10,2016-01-17,standard class,corporate,United States,Seattle,Washington,98115,west,TEC-AC-10002335,technology,accessories,Logitech Media Keyboard K200,69.98,2,0.0,13.2962,2016,1,7"
"2017-05-06,2017-05-11,standard class,corporate,United States,Fort Worth,Texas,76106,central,OFF-BI-10002827,office supplies,binders,Avery Durable Poly Binders,11.06,10,0.5,-18.802,2017,5,5"
"2017-05-06,2017-05-11,standard class,corporate,United States,Fort Worth,Texas,76106,central,FUR-BO-10001601,furniture,bookcases,""Sauder Mission Library with Doors, Fruitwood Finish"",498.93,7,0.32,-39.724125,2017,5,5"
"2017-05-06,2017-05-11,standard class,corporate,United States,Fort Worth,Texas,76106,central,OFF-ST-10001932,office supplies,storage,Fellowes Staxonsteel Drawer Files,498.93,5,0.2,-39.724125,2017,5,5"
"2016-07-31,2016-08-06,standard class,consumer,United States,Detroit,Michigan,48205,central,OFF-AP-10001005,office supplies,appliances,Honeywell Quietcare HEPA Air Cleaner,283.14,4,0.1,70.816875,2016,7,6"
"2016-07-31,2016-08-06,standard class,consumer,United States,Detroit,Michigan,48205,central,TEC-PH-10004042,technology,phones,ClearOne Communications CHAT 70 OCÂ Speaker Phone,498.93,4,0.0,70.816875,2016,7,6"
"2016-07-31,2016-08-06,standard class,consumer,United States,Detroit,Michigan,48205,central,TEC-PH-10001079,technology,phones,Polycom SoundPoint Pro SE-225 Corded phone,118.99,1,0.0,33.3172,2016,7,6"
"2016-07-31,2016-08-06,standard class,consumer,United States,Detroit,Michigan,48205,central,FUR-FU-10002918,furniture,furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94,3,0.0,30.0234,2016,7,6"
"2017-03-27,2017-03-29,second class,consumer,United States,Philadelphia,Pennsylvania,19120,east,FUR-FU-10003832,furniture,furnishings,""Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry"",15.008,2,0.2,1.5008,2017,3,2"
"2014-03-14,2014-03-19,standard class,consumer,United States,Logan,Utah,84321,west,OFF-BI-10001617,office supplies,binders,GBC Wire Binding Combs,33.088,4,0.2,11.1672,2014,3,5"
"2014-03-14,2014-03-19,standard class,consumer,United States,Logan,Utah,84321,west,OFF-ST-10000736,office supplies,storage,Carina Double Wide Media Storage Towers in Natural & Black,80.98,1,0.0,3.2392,2014,3,5"
"2014-03-14,2014-03-19,standard class,consumer,United States,Logan,Utah,84321,west,TEC-AC-10004877,technology,accessories,ImationÂ 30456 USBÂ Flash DriveÂ 8GB,82.8,12,0.0,6.624,2014,3,5"
"2014-03-14,2014-03-19,standard class,consumer,United States,Logan,Utah,84321,west,OFF-ST-10003221,office supplies,storage,Staple magnet,21.36,2,0.0,5.7672,2014,3,5"
"2014-03-14,2014-03-19,standard class,consumer,United States,Logan,Utah,84321,west,OFF-BI-10003007,office supplies,binders,""Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"""" x 11"""""",62.048,2,0.2,20.1656,2014,3,5"
"2016-07-14,2016-07-18,second class,consumer,United States,Auburn,New York,13021,east,OFF-FA-10000936,office supplies,fasteners,Acco Hot Clips Clips to Go,29.61,9,0.0,13.3245,2016,7,4"
"2016-12-01,2016-12-01,same day,consumer,United States,Raleigh,North Carolina,27604,south,TEC-PH-10003811,technology,phones,Jabra Supreme Plus Driver EditionÂ Headset,498.93,9,0.2,70.816875,2016,12,0"
"2016-08-29,2016-09-03,standard class,corporate,United States,Philadelphia,Pennsylvania,19120,east,FUR-TA-10004152,furniture,tables,""Barricks 18"""" x 48"""" Non-Folding Utility Table with Bottom Storage Shelf"",241.92,4,0.4,-39.724125,2016,8,5"
"2016-08-29,2016-09-03,standard class,corporate,United States,Philadelphia,Pennsylvania,19120,east,FUR-BO-10002853,furniture,bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,163.88,4,0.5,-39.724125,2016,8,5"
"2016-08-29,2016-09-03,standard class,corporate,United States,Philadelphia,Pennsylvania,19120,east,OFF-BI-10002071,office supplies,binders,Fellowes Black Plastic Comb Bindings,3.486,2,0.5,-2.7888,2016,8,5"
"2016-08-29,2016-09-03,standard class,corporate,United States,Philadelphia,Pennsylvania,19120,east,OFF-FA-10000053,office supplies,fasteners,Revere Boxed Rubber Bands by Revere,10.584,7,0.2,-2.3814,2016,8,5"
"2016-06-24,2016-06-30,standard class,consumer,United States,Richmond,Indiana,47374,central,TEC-PH-10001305,technology,phones,Panasonic KX TS208W Corded phone,440.91,9,0.0,70.816875,2016,6,6"
"2017-03-30,2017-04-03,standard class,consumer,United States,Lancaster,Pennsylvania,17602,east,OFF-BI-10001525,office supplies,binders,""Acco Pressboard Covers with Storage Hooks, 14 7/8"""" x 11"""", Executive Red"",5.715,5,0.5,-4.7625,2017,3,4"
"2014-12-20,2014-12-22,first class,consumer,United States,Tucson,Arizona,85705,west,FUR-FU-10001876,furniture,furnishings,""Computer Room Manger, 14"""""",51.968,2,0.2,10.3936,2014,12,2"
"2014-12-20,2014-12-22,first class,consumer,United States,Tucson,Arizona,85705,west,TEC-AC-10003628,technology,accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,71.976,3,0.2,21.5928,2014,12,2"
"2014-12-20,2014-12-22,first class,consumer,United States,Tucson,Arizona,85705,west,FUR-CH-10004860,furniture,chairs,Global Low Back Tilter Chair,242.352,3,0.2,-39.724125,2014,12,2"
"2014-12-20,2014-12-22,first class,consumer,United States,Tucson,Arizona,85705,west,OFF-PA-10000357,office supplies,paper,Xerox 1888,221.92,5,0.2,70.816875,2014,12,2"
"2014-12-20,2014-12-22,first class,consumer,United States,Tucson,Arizona,85705,west,OFF-PA-10003270,office supplies,paper,Xerox 1954,8.448,2,0.2,2.64,2014,12,2"
"2015-12-17,2015-12-17,same day,consumer,United States,Detroit,Michigan,48205,central,OFF-BI-10000320,office supplies,binders,GBC Plastic Binding Combs,29.52,4,0.0,14.4648,2015,12,0"
"2015-12-17,2015-12-17,same day,consumer,United States,Detroit,Michigan,48205,central,FUR-CH-10003846,furniture,chairs,Hon Valutask Swivel Chairs,302.94,3,0.0,48.4704,2015,12,0"
"2015-12-17,2015-12-17,same day,consumer,United States,Detroit,Michigan,48205,central,FUR-CH-10004875,furniture,chairs,Harbour Creations 67200 Series Stacking Chairs,142.36,2,0.0,38.4372,2015,12,0"
"2015-12-17,2015-12-17,same day,consumer,United States,Detroit,Michigan,48205,central,FUR-CH-10003817,furniture,chairs,""Global Value Steno Chair, Gray"",498.93,9,0.0,70.816875,2015,12,0"
"2015-12-17,2015-12-17,same day,consumer,United States,Detroit,Michigan,48205,central,FUR-FU-10002116,furniture,furnishings,""Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats"",212.13,3,0.0,14.8491,2015,12,0"
"2017-05-11,2017-05-17,standard class,home office,United States,Austin,Texas,78745,central,OFF-AR-10003481,office supplies,art,Newell 348,5.248,2,0.2,0.5904,2017,5,6"
"2017-05-11,2017-05-17,standard class,home office,United States,Austin,Texas,78745,central,OFF-ST-10004180,office supplies,storage,Safco Commercial Shelving,74.416,2,0.2,-14.8832,2017,5,6"
"2017-05-11,2017-05-17,standard class,home office,United States,Austin,Texas,78745,central,OFF-PA-10003657,office supplies,paper,Xerox 1927,6.848,2,0.2,2.14,2017,5,6"
"2017-05-11,2017-05-17,standard class,home office,United States,Austin,Texas,78745,central,FUR-FU-10001967,furniture,furnishings,Telescoping Adjustable Floor Lamp,7.996,1,0.5,-6.9965,2017,5,6"
"2016-06-24,2016-06-28,standard class,corporate,United States,Houston,Texas,77095,central,OFF-AP-10002082,office supplies,appliances,Holmes HEPA Air Purifier,8.712,2,0.5,-19.602,2016,6,4"
"2016-05-17,2016-05-18,first class,consumer,United States,Waterbury,Connecticut,6708,east,OFF-SU-10000381,office supplies,supplies,Acme Forged Steel Scissors with Black Enamel Handles,65.17,7,0.0,18.8993,2016,5,1"
"2016-05-17,2016-05-18,first class,consumer,United States,Waterbury,Connecticut,6708,east,OFF-LA-10002475,office supplies,labels,Avery 519,14.62,2,0.0,6.8714,2016,5,1"
